Variável,Qui-Quadrado,P-Valor,Graus de Liberdade,n
categoria_real,159.89661444476206,3.3725571439996678e-31,7,5000
canal,1.9995630584102069,0.36795982086536927,2,5000
bairro,8.432122749014091,0.8656215347130525,14,5000
faixa_tamanho_texto,349.2497713917407,2.1683135098937753e-75,3,5000
bool_texto_curto,11.288478854884676,0.0007798955503018505,1,5000
faixa_confianca_a,0.7652723558905228,0.857754096869034,3,5000
