ambos_acertam,ambos_erram,a_acerta_b_erra,b_acerta_a_erra,n_discordantes,estatistica,p_valor,metodo,ganho_liquido_b
3347,145,517,991,1508,148.36140583554376,3.954851106570505e-34,McNemar qui-quadrado com correção de continuidade,474
