,iluminacao_publica,buraco_via,coleta_lixo,esgoto_vazamento,poda_arvore,estacionamento_irregular,barulho_perturbacao,sinalizacao
iluminacao_publica,79.26509186351706,4.899387576552931,3.3245844269466316,3.762029746281715,1.6622922134733158,2.3622047244094486,2.2747156605424323,2.4496937882764653
buraco_via,4.405286343612335,81.71806167400881,4.185022026431718,3.4140969162995596,2.8634361233480177,1.8722466960352422,0.881057268722467,0.6607929515418502
coleta_lixo,3.970223325062035,3.3498759305210917,80.64516129032258,3.225806451612903,2.6054590570719602,2.8535980148883375,2.109181141439206,1.240694789081886
esgoto_vazamento,2.4154589371980677,35.5877616747182,1.7713365539452495,57.80998389694042,0.8051529790660225,0.644122383252818,0.644122383252818,0.322061191626409
poda_arvore,4.8034934497816595,5.021834061135371,3.4934497816593884,3.9301310043668125,77.51091703056768,1.9650655021834063,2.1834061135371177,1.0917030567685588
estacionamento_irregular,3.4324942791762014,3.203661327231121,3.6613272311212817,2.9748283752860414,1.1441647597254003,82.6086956521739,1.8306636155606408,1.1441647597254003
barulho_perturbacao,4.0,5.5,5.5,2.25,1.7500000000000002,1.7500000000000002,77.5,1.7500000000000002
sinalizacao,4.845814977973569,5.286343612334802,3.0837004405286343,2.2026431718061676,1.762114537444934,1.3215859030837005,1.762114537444934,79.73568281938326
