Ambos Acertam,Ambos Erram,"A acerta, B erra","B acerta, A erra",n Discordantes,Estatistica,P-valor,Método,Ganho Líquido B
3347,145,517,991,1508,148.36140583554376,3.954851106570505e-34,McNemar qui-quadrado com correção de continuidade,474
